Low-Side,Independent,2,N-Channel MOSFET,6.5 V ~ 18 V,0.8V   2.6V,1.5A   1.5A,Inverting,-,31ns   32ns,-40°C ~ 150°C (TJ),Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Low-Side,Single,1,IGBT   N-Channel MOSFET,11 V ~ 20 V,1.2V   3.2V,1A   2A,Inverting,-,17ns   17ns,-40°C ~ 150°C (TJ),Through Hole,8-DIP (0.300"   7.62mm),8-PDIP
Low-Side,Independent,2,N-Channel MOSFET,6.5 V ~ 18 V,0.8V   2.6V,1.5A   1.5A,Inverting,-,31ns   32ns,0°C ~ 150°C (TJ),Through Hole,8-DIP (0.300"   7.62mm),8-PDIP
Low-Side,Independent,2,N-Channel MOSFET,6.1 V ~ 18 V,0.8V   2.6V,1.5A   1.5A,Non-Inverting,-,36ns   32ns,0°C ~ 150°C (TJ),Through Hole,8-DIP (0.300"   7.62mm),8-PDIP
Low-Side,Single,1,N-Channel   P-Channel MOSFET,4.5 V ~ 18 V,0.8V   2.4V,6A   6A,Non-Inverting,-,12ns   13ns,-40°C ~ 150°C (TJ),Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Low-Side,Independent,2,N-Channel   P-Channel MOSFET,4.5 V ~ 18 V,0.8V   2.4V,1.5A   1.5A,Inverting   Non-Inverting,-,20ns   29ns,-40°C ~ 150°C (TJ),Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Low-Side,Single,1,IGBT   N-Channel MOSFET,4.5 V ~ 18 V,0.8V   2.4V,12A   12A,Inverting,-,20ns   24ns,-40°C ~ 85°C (TA),Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Half-Bridge,Synchronous,2,N-Channel MOSFET,10 V ~ 13.2 V,1V   2V,-,Non-Inverting,30V,16ns   15ns,0°C ~ 150°C (TJ),Surface Mount,8-VFDFN Exposed Pad,8-DFN (2x2)
High-Side,Single,1,N-Channel MOSFET,10.8 V ~ 16.5 V,-,1A   1A,Non-Inverting,500V,50ns   35ns,-40°C ~ 150°C (TJ),Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Low-Side,Independent,2,N-Channel   P-Channel MOSFET,4.5 V ~ 18 V,0.8V   2.4V,1.5A   1.5A,Non-Inverting,-,30ns   30ns,0°C ~ 70°C (TA),Through Hole,8-DIP (0.300"   7.62mm),8-PDIP
Low-Side,Single,1,N-Channel   P-Channel MOSFET,4.5 V ~ 18 V,0.8V   2.4V,6A   6A,Non-Inverting,-,25ns   25ns,0°C ~ 150°C (TJ),Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Low-Side,Independent,2,N-Channel   P-Channel MOSFET,4.5 V ~ 18 V,0.8V   2.4V,1.5A   1.5A,Inverting,-,19ns   19ns,-40°C ~ 150°C (TJ),Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Low-Side,Independent,2,N-Channel   P-Channel MOSFET,4.5 V ~ 18 V,0.8V   2.4V,1.5A   1.5A,Inverting,-,19ns   19ns,-40°C ~ 150°C (TJ),Surface Mount,8-TSSOP   8-MSOP (0.118"   3.00mm Width),8-MSOP
Low-Side,Independent,2,N-Channel   P-Channel MOSFET,4.5 V ~ 18 V,0.8V   2.4V,1.5A   1.5A,Non-Inverting,-,19ns   19ns,0°C ~ 150°C (TJ),Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Low-Side,Independent,2,N-Channel   P-Channel MOSFET,4.5 V ~ 18 V,0.8V   2.4V,1.5A   1.5A,Inverting   Non-Inverting,-,25ns   25ns,-40°C ~ 150°C (TJ),Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Low-Side,Independent,2,N-Channel   P-Channel MOSFET,4.5 V ~ 18 V,0.8V   2.4V,1.5A   1.5A,Inverting   Non-Inverting,-,19ns   19ns,-40°C ~ 150°C (TJ),Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Low-Side,Single,1,N-Channel   P-Channel MOSFET,4.5 V ~ 18 V,0.8V   2.4V,6A   6A,Inverting,-,25ns   25ns,0°C ~ 150°C (TJ),Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
High-Side or Low-Side,Single,1,N-Channel   P-Channel MOSFET,4.5 V ~ 30 V,0.8V   2.4V,1.5A   1.5A,Non-Inverting,-,25ns   33ns,-40°C ~ 150°C (TJ),Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Low-Side,Independent,3,IGBT   N-Channel MOSFET,4 V ~ 16 V,0.8V   2V,-,Inverting   Non-Inverting,-,-,-40°C ~ 150°C (TJ),Surface Mount,16-SOIC (0.154"   3.90mm Width),16-SO
Low-Side,Synchronous,2,N-Channel   P-Channel MOSFET,4 V ~ 14 V,1V   4V,2A   2A,Non-Inverting,-,14ns   15ns,-40°C ~ 125°C (TA),Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Low-Side,Synchronous,2,N-Channel   P-Channel MOSFET,4 V ~ 14 V,1V   4V,2A   2A,Non-Inverting,-,14ns   15ns,-40°C ~ 125°C (TA),Through Hole,8-DIP (0.300"   7.62mm),8-PDIP
Low-Side,Synchronous,2,N-Channel   P-Channel MOSFET,4 V ~ 14 V,1V   4V,2A   2A,Inverting   Non-Inverting,-,14ns   15ns,-40°C ~ 125°C (TA),Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Low-Side,Synchronous,2,N-Channel   P-Channel MOSFET,4 V ~ 14 V,1V   4V,2A   2A,Inverting,-,14ns   15ns,-40°C ~ 125°C (TA),Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Low-Side,Synchronous,2,N-Channel   P-Channel MOSFET,4 V ~ 14 V,1V   4V,2A   2A,Inverting,-,14ns   15ns,-40°C ~ 125°C (TA),Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Low-Side,Synchronous,2,N-Channel   P-Channel MOSFET,4 V ~ 14 V,1V   4V,2A   2A,Inverting,-,14ns   15ns,-40°C ~ 125°C (TA),Through Hole,8-DIP (0.300"   7.62mm),8-PDIP
Low-Side,Single,1,N-Channel MOSFET,4 V ~ 14 V,1V   4V,2A   2A,Inverting,-,14ns   14ns,-40°C ~ 125°C (TA),Surface Mount,SC-74A   SOT-753,SOT-23-5
Low-Side,Single,1,IGBT   N-Channel MOSFET,4.7 V ~ 18 V,0.8V   2V,6A   6A,Inverting   Non-Inverting,-,85ns   85ns,-55°C ~ 150°C (TJ),Through Hole,TO-220-5,TO-220-5
Half-Bridge,Independent,2,N-Channel MOSFET,8 V ~ 17 V,0.8V   2.5V,3A   3A,Non-Inverting,120V,8ns   7ns,-40°C ~ 140°C (TJ),Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Low-Side,Independent,2,N-Channel   P-Channel MOSFET,4 V ~ 15 V,1V   2V,4A   4A,Non-Inverting,-,20ns   15ns,-55°C ~ 150°C (TJ),Surface Mount,8-TSSOP   8-MSOP (0.118"   3.00mm Width) Exposed Pad,8-MSOP-PowerPad
Low-Side,Independent,2,N-Channel   P-Channel MOSFET,4 V ~ 15 V,1V   2V,4A   4A,Inverting   Non-Inverting,-,20ns   15ns,-55°C ~ 150°C (TJ),Surface Mount,8-TSSOP   8-MSOP (0.118"   3.00mm Width) Exposed Pad,8-MSOP-PowerPad
Low-Side,Single,1,IGBT   N-Channel MOSFET,4.5 V ~ 18 V,1V   2.4V,4A   8A,Inverting   Non-Inverting,-,8ns   7ns,-40°C ~ 140°C (TJ),Surface Mount,SOT-23-6,SOT-23-6
